d	0.143105
und	0.189341
eine	0.108356
sein	0.155682
in	0.249431
zu	0.172848
von	0.274411
werden	0.104951
sie	0.094031
er	0.148128
die	0.152492
sich	0.138769
haben	0.271101
mit	0.322144
diese	0.130125
nicht	0.129526
auf	0.429503
so	0.130392
es	0.126423
ich	0.180843
als	0.225761
auch	0.149659
an	0.374584
ihr	0.150665
wie	0.147351
im	0.374124
daß	0.100272
seine	0.259861
aber	0.153814
man	0.137820
durch	0.205797
nach	0.474552
welche	0.246047
bei	0.424054
können	0.107572
wir	0.140268
aus	0.524062
oder	0.387048
nur	0.199760
für	0.382372
alle	0.149095
noch	0.218777
wenn	0.133433
um	0.452709
groß	0.203210
über	0.717999
müssen	0.142679
ganz	0.156678
da	0.176092
unter	0.555705
ander	0.136302
zur	0.434044
keine	0.147192
zum	0.390643
was	0.153042
selbst	0.242158
vor	0.562962
lassen	0.282212
doch	0.154109
du	0.185515
wollen	0.322059
am	0.393018
dieselbe	0.301405
kommen	0.121725
erst	0.335464
sollen	0.221694
machen	0.258893
bis	0.336853
mehr	0.444766
geben	0.272930
sehr	0.201204
hier	0.253400
sehen	0.139238
schon	0.291385
finden	0.215832
jede	0.107958
nun	0.169995
Zeit	0.270344
viel	0.261038
wieder	0.387089
sagen	0.192172
denn	0.122082
wo	0.209783
dann	0.327022
gut	0.537173
unsere	0.207562
gehen	0.190149
ohne	0.242066
gegen	0.262101
vom	0.315955
solch	0.093243
sondern	0.203269
alt	0.535523
meine	0.204366
stehen	0.184955
hoch	0.425073
neu	0.513429
beide	0.422770
immer	0.170723
Jahr	0.234424
jen	0.191586
Teil	0.537183
klein	0.429277
nehmen	0.172897
also	0.310121
S.	0.370390
wohl	0.237104
liegen	0.226201
weit	0.404942
jetzt	0.283124
weil	0.139368
gleich	0.461045
bleiben	0.437198
Art	0.321332
zwei	0.181377
Tag	0.218927
Mensch	0.280236
halten	0.317269
wissen	0.112929
eben	0.380690
lang	0.323750
zwischen	0.569419
nichts	0.190315
Herr	0.359769
mögen	0.225074
etwas	0.173285
bringen	0.146109
verschieden	0.270192
während	0.385916
allgemein	0.293349
ja	0.236731
Leben	0.220454
einige	0.243037
daher	0.142130
Mann	0.247314
=	0.284702
zeigen	0.164528
einzeln	0.162439
sprechen	0.389652
Form	0.227558
