sum	0.394290
quis#2	0.660819
et	1.076220
in	0.748108
is	0.647593
hic	0.371307
non	0.384407
ut	0.450984
cum	0.725641
ad	0.429598
ego	0.387957
ab	0.517888
atque	0.355850
quod	0.423336
omnis	0.618970
res	0.286985
si	0.369623
ille	0.660116
se	0.302256
ex	0.410047
facio	0.702582
quam#4	0.312165
dico#2	0.401880
possum	0.323992
sed	0.428464
aut	0.213775
tu	0.255108
ipse	0.565418
de	0.430801
video	0.492507
suus	0.544526
multus	0.209309
habeo	0.306212
alius	0.582491
enim	0.506345
etiam	0.470847
nec	0.259412
qui	0.551562
homo	0.671358
Romanus	0.211086
ne#2	0.354199
do	0.350711
magnus	0.190170
neque	0.345435
iam	0.296128
modus	0.376740
quo	0.468897
idem	0.292417
ita	0.300832
causa	0.332564
animus	0.157965
per	0.347514
consul	0.209233
meus	0.620326
primus	0.394988
autem	0.810016
unus	0.347457
quidem	0.231054
nihil	0.264066
locus	0.232645
tum	0.357223
bellum	0.164404
bonus	0.284833
tamen	0.342110
nunc	0.282020
nos	0.542857
verus	0.377576
publicus	0.276875
dies	0.293839
pars	0.258826
volo#1	0.365001
noster	0.560764
hostis	0.115895
vos	0.680898
venio	0.389167
ago	0.389280
tuus	0.669382
urbs	0.151132
nullus	0.309977
tuuus	0.240024
fio	0.310784
pater	0.493110
tempus	0.418691
genus	0.262236
senatus	0.207140
ubi	0.590333
tantus	0.249546
nisi	0.367787
pro	0.306549
quidam	0.325978
ante	0.304657
aliquis	0.310101
exercitus	0.190050
inter	0.412738
mitto	0.358473
deus	0.770076
rex	0.223997
iste	0.417273
alter	0.293414
castrum	0.178933
vir	0.467619
duo	0.212783
lex	0.238730
miles	0.144129
fero	0.273035
quisque	0.387921
namque	0.833354
corpus	0.295620
sine	0.259839
igitur	0.473601
parvus	0.226597
tam	0.397304
quoque	0.828384
scio	0.494677
deinde	0.480874
reus	0.285347
audio	0.607453
sic	0.708242
ratio	0.186972
vis	0.139323
puto	0.341752
quia	1.086786
verbum	0.273944
nam	0.608518
magis	0.324673
natura	0.271539
annus	0.235343
populus	0.586022
inde	0.228318
quaero	0.517309
nomen	0.580148
at	0.253677
consilium	0.298014
an	0.374416
accipio	0.496306
domus	0.654497
mille	0.188384
ager	0.549990
itaque	0.699055
civitas	0.640058
vita	0.334767
C.	0.121032
solus	0.548112
capio	0.178931
quisquam	0.284724
credo	0.344061
virtus	0.160475
L.	0.113718
[	0.307362
]	0.466054
M.	0.138938
opus	0.873510
oratio	0.208039
legatus	0.159903
certus	0.399734
gero	0.365814
quos	0.349388
satis	0.363793
eo	0.376786
peto	0.381483
terra	0.498357
vel	0.585229
teneo	0.414600
ceterus	0.164259
duco	0.317481
apud	0.298362
quis	0.614713
signum	0.490072
eques	0.119753
P.	0.173286
nemo	0.263584
totus#2	0.414900
post	0.267662
arma	0.219872
sequor	0.435859
contra	0.625080
malus	0.289204
relinquo	0.455706
plebs	0.432871
debeo	0.378678
Roma	0.210600
navis	0.183302
pono	0.429716
spes	0.290693
tribunus	0.232043
imperium	0.215303
oportet	0.334731
filius	0.456331
saepe	0.377440
fortuna	0.200364
ibi	0.475355
inquiam	0.390892
ullus	0.255871
civis	0.570043
manus	0.247385
sententia	0.257762
fides	0.495615
copia	0.194290
dum	0.399419
semper	0.460769
jus	0.343745
facilis	0.240148
numquam	0.393430
praesidium	0.146082
iudicium	0.267567
simul	0.424788
volo	0.421318
scribo	0.297096
haud	0.266255
quasi	0.847020
vester	0.794744
appello	0.279734
longus	0.287485
populus#2	0.411704
Caesar	0.278766
propter	0.787310
provincia	0.161851
legio	0.117328
socius	0.410352
quin	0.315722
praetor	0.145430
intellego	0.208215
uti	0.452962
jubeo	0.219098
pax	0.347394
acies	0.171921
quoniam	0.695192
mors	0.293671
summus	0.621083
dico	0.547704
redeo	0.249949
paucus	0.498273
vinco	0.150201
loquor	0.421726
uterque	0.379792
aequus	0.692230
pecunia	0.326194
bene	0.409097
proficiscor	0.283921
novus	0.560530
Q.	0.120180
iubeo	0.297740
iudex	0.375650
ars	0.257703
refero	0.653375
periculum	0.215800
ob	0.321696
aetas	0.379797
maximus	0.247378
ordo	0.556029
mos	0.310787
dux	0.222302
potestas	0.272421
tres	0.243012
sentio	0.361348
censeo	0.370158
honor	0.334557
moveo	0.310186
numerus	0.276338
amicus#2	0.259204
nego	0.436627
licet	0.392909
ergo	0.749863
amo	0.288844
abeo	0.587255
reliquus	0.515830
summa	0.246902
vox	0.460414
nox	0.376087
gratia	0.364613
doceo	0.235441
studium	0.173963
gens	0.175736
medius	0.144300
trado	0.543227
potius	0.251839
nascor	0.622380
mens	0.261049
proelium	0.219242
defendo	0.463468
patior	0.290303
prope	0.239962
oculus	0.294592
auctoritas	0.447815
postquam	0.298776
Hannibal	0.224940
oppidum	0.124352
multitudo	0.223811
cognosco	0.406034
Italia	0.104018
dolor	0.485701
plus	0.242252
item	0.320139
sive	0.634579
quantus	0.340889
o	0.621363
metus	0.125486
invenio	0.759824
intro	0.428801
caput	0.225424
patria	0.375326
recipio	0.752274
similis	0.275281
pugna	0.214997
reddo	0.394837
hinc	0.391537
coepio	0.327220
communis	0.249221
orator	0.195124
sub	0.302787
voco	0.511983
umquam	0.264124
finis	0.573725
princeps	0.223463
cogo	0.430747
tollo	0.897837
gravis	0.432448
ingenium	0.156740
voluptas	0.304511
labor	0.288683
cura	0.423299
iter	0.221255
efficio	0.317982
vivo	0.593946
imperator	0.557787
frater	0.255143
mare	0.208770
cur	0.530776
concedo	0.476343
convenio	0.358422
praeter	0.792570
constituo	0.433331
miser	0.262305
hercle	0.661377
classis	0.101239
liber	0.473644
usus	0.237363
mulier	0.536316
regnum	0.202080
quantum	0.561027
denique	0.582872
affero	0.332381
fugio	0.293331
auctor	0.610684
litterae	0.491580
libertas	0.344964
ferus	0.728440
quamquam	0.454011
memoria	0.280526
tueor	0.176392
sumo	0.785447
via	0.312852
auxilium	0.268533
gloria	0.287214
quom	0.276735
magistratus	0.218969
solo	0.428533
huc	0.407575
salus	0.388767
pervenio	0.377121
singulus	0.307172
talis	0.604379
scelus	0.226159
uxor	0.549732
creo	1.121056
certamen	0.187951
tertius	0.250393
audeo	0.256774
diu	0.261482
caelum	0.354707
consto	0.385856
unde	1.128574
dignitas	0.238974
pes	0.177795
prius	0.555871
officium	0.494013
respondeo	0.502365
clarus	0.236340
sermo	0.278147
Graecus	0.258068
amicitia	0.257207
adversus#2	0.433602
pugno	0.211537
hodie	0.763545
Cn.	0.125785
Iuppiter	0.332568
laudo	0.285341
postea	0.387660
porta	0.286537
accedo	0.509064
existimo	0.212425
ius	0.347334
Philippus	0.234185
sto	0.391033
ostendo	0.426552
fama	0.467509
par	0.476111
ops	0.369267
superus	0.440466
forum	0.322594
placeo	0.601148
amor	0.361419
sol	0.253896
decerno	0.374476
equus	0.169662
alienus	0.341518
mater	0.323918
fuga	0.139877
necesse	0.378041
ingens	0.136273
fortis	0.590342
arbitror	0.263835
adeo#2	0.803780
utor	0.276514
dignus	0.284770
postulo	0.247572
victoria	0.177102
vetus	0.334213
rectus	0.344110
argentum	0.578115
praeda	0.181185
valeo	0.532066
agmen	0.144348
inimicus	0.449530
nolo	0.438686
posterus	0.562008
forte	0.405641
iniuria	0.165815
soleo	0.511002
pereo	0.591042
tandem	0.473457
puer	0.267304
malus#3	0.445414
impetus	0.206925
cerno	0.421608
motus	0.195766
aqua	0.179063
cado	0.442110
cedo	0.303534
dictator	0.149006
anima	0.621151
nosco	0.421728
omnino	0.257576
num	0.399147
istuc	0.215012
contio	0.228770
voluntas	0.307050
praeterea	0.732883
vix	0.199635
principium	0.311670
addo	0.666411
aurum	0.442501
confero	0.689747
perdo	0.360804
crimen	0.523463
usque	0.553003
sicut	1.270362
Hispania	0.099547
male	0.292833
ajo	0.624408
latus	0.153256
praesto	0.576370
rogo	0.473105
timeo	0.221152
ignis	0.209857
mons	0.146783
brevis	0.284758
sapiens	0.253499
tamquam	0.539721
deduco	0.520560
amplus	0.547267
nescio	0.247650
velut	0.721810
amitto	0.337536
quicumque	0.687695
negotium	0.248361
honestus	0.226574
Fabius	0.137559
comitium	0.295716
Antonius	0.195854
probo	0.315301
impero	0.288806
murus	0.165763
cogito	0.413734
exemplum	0.221916
laus	0.292353
absum	0.716782
ira	0.265138
plurimus	0.391700
opera	0.906020
pertineo	0.389309
extremus	0.286924
prior	0.518392
taceo	0.248379
cupio	0.259478
sanus	0.391247
partim	0.217889
adduco	0.398163
conficio	0.329558
extemplo	0.431673
quando	0.892286
quisquis	0.393288
regio	0.235199
consequor	0.393591
equidem	0.173053
dimitto	0.526589
Cornelius	0.142399
pedes	0.138838
retineo	0.430172
beneficium	0.264188
filia	0.370025
species	0.630169
paulum	0.434949
proximus	0.209396
vitium	0.316667
tot	0.266045
conscribo	0.475471
aliquot	0.554045
secundus	0.469255
oppugno	0.106840
lumen	0.256770
augeo	0.215696
humanus	0.309428
nimium	0.355220
poena	0.249899
nuntio	0.295740
lux	0.473345
interficio	0.348283
caedes	0.291803
orior	0.376620
Scipio	0.135627
reor	0.497117
metuo	0.285945
quattuor	0.223062
profecto	0.317638
templum	0.262154
Scipio#2	0.120876
paro	0.328427
reperio	0.491718
contineo	0.268449
casus	0.359097
turpis	0.323264
orno	0.605164
inquam	0.291090
universus	0.616012
religio	0.369408
procul	0.310520
sensus	0.349433
iudico	0.347819
flumen	0.175941
verum	0.724162
ludus	0.489223
maneo	0.677331
societas	0.538550
testis	0.273810
dubius	0.600117
dexter	0.201926
adulescens	0.395065
immortalis	0.553903
qualis	0.598195
suspicio	0.293566
opprimo	0.188954
circa	0.611044
parens	0.355689
clamor	0.294838
terror	0.254384
T.	0.121208
occido#1	0.813930
Claudius	0.162478
utrum	0.294252
Africa	0.106393
suscipio	0.540226
quinque	0.252348
divinus	0.428563
evenio	0.579574
specto	0.401738
forma	0.256660
necessarius	0.231199
Pompeius	0.158647
placo	0.270679
Graecia	0.158296
instruo	0.610583
munus	0.353803
postremo	0.423792
contendo	0.378836
curo	0.705049
decem	0.236212
Aetolus	0.257372
praesens	0.814587
collega	0.161355
perficio	0.317963
victor	0.199536
aedes	0.226051
ceterum#2	0.876679
altus	0.203313
nobilis	0.251469
etsi	0.458957
ni	0.279881
proprius	0.397691
immo	0.851376
levis	0.386790
morior	0.661543
sin	0.594884
libero	0.456473
capto	0.204567
cupiditas	0.157034
tumultus	0.292429
Latinum	0.697810
sacer	0.409054
statuo	0.296506
familia	0.371615
consulatus	0.102860
servo	0.522675
nomino	0.284269
hostus	0.169544
oro	0.337595
armo	0.195107
consulo	0.294623
instituo	0.313310
adsum	0.319928
muto	0.230342
liberi	0.482616
consultum	0.264149
Carthaginiensis	0.214433
utilitas	0.307012
moenia	0.245268
aptus	0.242480
adversarius	0.547450
quare	0.602047
exspecto	0.419066
emo	0.520723
odium	0.162467
senex	0.380122
appareo	0.769873
portus	0.189122
liber#4	0.289742
difficilis	0.250714
Macedonia	0.120948
utilis	0.251491
defero	0.359134
exeo	0.571487
Valerius	0.149117
restituo	0.558670
libido	0.167958
Sicilia	0.148840
spero	0.404452
