the	0.278282
of	0.176364
be	0.180433
and	0.307855
to	0.193343
a	0.331990
in	0.279563
have	0.157865
that	0.158366
it	0.318181
his	0.228596
i	0.164295
he	0.262954
with	0.215774
as	0.329988
for	0.271690
not	0.115009
which	0.155285
by	0.239529
but	0.115251
on	0.152112
at	0.258333
from	0.210345
this	0.315798
you	0.193555
her	0.125176
they	0.276355
or	0.238778
all	0.429102
their	0.173381
we	0.290699
my	0.226385
do	0.109595
him	0.223439
an	0.229392
one	0.289588
will	0.166669
so	0.227549
's	0.213101
she	0.191010
say	0.176289
no	0.121161
would	0.108276
if	0.153170
who	0.174875
them	0.184511
me	0.161793
man	0.160359
when	0.085845
there	0.203366
its	0.162502
upon	0.386280
'	0.278493
our	0.224334
more	0.157255
make	0.168813
other	0.182359
see	0.060338
than	0.243992
can	0.109792
some	0.258469
what	0.060759
now	0.462794
into	0.115636
time	0.207059
any	0.121269
may	0.239699
such	0.195653
your	0.221339
know	0.060275
take	0.105445
these	0.179506
great	0.264883
come	0.079848
could	0.095503
very	0.161376
then	0.165670
go	0.101661
give	0.149115
up	0.133965
should	0.104648
only	0.171975
think	0.065988
out	0.100507
like	0.408914
most	0.144348
those	0.171567
every	0.662355
before	0.209948
own	0.100153
us	0.092521
find	0.119345
must	0.116239
little	0.265367
day	0.129061
much	0.274687
over	0.126014
state	0.115713
hand	0.115396
well	0.185000
mr.-	0.234390
after	0.191417
look	0.138401
where	0.218889
<nul>	0.161206
long	0.323844
shall	0.196147
first	0.163021
while	0.287527
about	0.986778
two	0.207190
good	0.258124
place	0.204105
never	0.111829
life	0.175400
without	0.198817
old	0.218223
eye	0.128949
yet	0.219643
many	0.225112
how	0.211569
heart	0.167966
same	0.252455
might	0.097962
thing	0.249392
leave	0.276591
here	0.271973
seem	0.239515
year	0.099996
through	0.137210
himself	0.257681
too	0.178078
love	0.134073
down	0.118537
even	0.208550
power	0.143109
feel	0.180242
though	0.192186
country	0.148775
far	0.225622
under	0.314637
new	0.195676
way	0.623233
mind	0.138006
*	0.373085
tell	0.076873
still	0.368145
n't	0.356534
hear	0.092022
work	0.363724
call	0.140829
people	0.304779
form	0.172986
friend	0.070095
young	0.165594
part_nn	0.213560
word_nn	0.240288
stand	0.092450
speak	0.117408
last	0.318534
world	0.297188
get	0.104812
present	0.196504
ever	0.317680
whole	0.526472
--	0.301395
pass	0.108804
right	0.355926
house	0.189251
again	0.255309
become	0.212642
let	0.179462
few	0.213478
each	0.283419
bring	0.082517
god	0.239188
another	0.220950
child	0.138945
father	0.073264
high	0.490052
among	0.216294
mean	0.437198
just	0.328303
thus	0.167135
fall	0.117133
turn	0.076763
light	0.162537
whose	0.235851
name	0.231737
nothing	0.104782
law	0.117074
once	0.344045
moment	0.183268
head_nn	0.152359
nor	0.217932
against	0.348288
general	0.146595
nature	0.110093
away	0.106695
hope	0.411087
whom	0.136190
use	0.316272
subject	0.313718
thy	0.367652
face_nn	0.110835
character	0.207928
side	0.200863
spirit	0.141858
however	0.233404
soon	0.313923
keep	0.142398
between	0.210406
large	0.267821
return	0.200260
live	0.228734
off	0.110635
hold	0.124991
three	0.193393
person	0.302907
night	0.164985
government	0.158057
both	0.278908
put	0.098391
case	0.215302
back	0.186762
//	0.507297
believe	0.087869
lay	0.137965
hour	0.147375
appear	0.192001
thou	0.367697
sir	0.183023
point	0.303228
woman	0.146315
